text,page,book
انتشار حركة القومية ونتائجها أ - الانتشار : لقد ترتب عن الثورة الفرنسية تشكيل الكيان القومي من النواحي الاجتماعية والسياسية عبر تجسيد مبدأ الأمة وإقامة الدولة المركزية، التي أسست المجتمع موحد، وفي الوقت ذاته تصدير الفكر السياسي للثورة عبر التوسع القاري لنابليون، الذي رفع شعارات و مبادئ الثورة الفرنسية والتي من خلالها طمحت الشعوب الأوروبية إلى إحداث تغيير سياسي، يكون مماثلا لما وقع في فرنسا في ظل مبدأ القومية . غير أن سياسة وأهداف نابليون كانت مناقضة لآمال هذه الشعوب وهو ما دفع بها إلى : محاربة نابليون انطلاقا من مبادئ الثورة الفرنسية ذاتها . الإصرار على إقامة حكومات وطنية ، تجسد الفكرة القومية والتخلص من النفوذ الأجنبي . وقد تأكد ذلك من خلال قيام ثورات شعبية وحروب قومية أثمرت ميلاد المجر النمسا الدولة العثمانية . الإدرياتيكي مظهر من الثورة الشعبية 1848م بباريس حكومات وطنية قومية. كما شجع سويسرا نجاح القوميات في أوروبا على انتقال بید مونت ممتلكات الكتب سردينيا البحر المتوسطة تونس . عدوى هذا الفكر إلى الأقاليم العثمانية لتوظف القومية كسلاح من قبل . الدول الاستعمارية لتمزيق الدولة العثمانية، وتجسيد المسألة الشرقية بشقيها ) الحضاري والسياسي. أما على مستوى أمريكا اللاتينية فقد ثارت الشعوب ضد الدول الاستعمارية على اثر السياسات المتشددة، التي تجاهلت الحقوق القومية لتلك الشعوب من خلال إرادتها في تعميم سياسة المؤتمرات لاستعادة إسبانيا المستعمراتها . ب النتائج : بناء الدولة القومية وظهور الكيانات السياسية المستقلة .. الوحدة القومية الإيطالية في النصف الثاني من القرن التاسع عشر 1870 تطور الفكر السياسي و النظم الاقتصادية. تحول الشعور القومي آلي شعور عدائي، اتسعت على إثره الحركة الاستعمارية، واشتداد التنافس بين الدول الأوروبية حول تقسيم العالم .. المساهمة في تفكك الإمبراطوريات الكبرى ( الدولة العثمانية الإمبراطورية النمساوية المجرية، الإمبراطورية الروسية )، وإعادة رسم الخريطة السياسية من جديد لأوروبا والعالم. ظهور مشكلة الاقليات في أوروبا. ظهور الفكر التحرري عبر المستعمرات . . 74 نع عيون البصائر التعليمي مواقع,63,HSS1
موقع عيون البصائر التعليمي كانت المانيا قد وصلت إلى مرتبة عالية جدا من التقدم والرقي في ميادين العلوم والفنون والآداب وكان من بين أبنائها أدباء عباقرة مثل : شيللر غوته ، وفلاسفة عظام مثل: كانط، هيغل ..... كانت قوية وراقية وموحدة ثقافيا، ولكنها ضعيفة مشتتة ومتأخرة سياسيا .... حيث في سنة 1803 م كانت متكونة من 238 ولاية. 1815 م 39 ولاية. ساطع الحصري. محاضرات في نشوء الفكرة القومية وثيقة 1 کیتر برغ مملكة برو الوحدة القومية الألمانية في النصف الثاني من القرن التاسع عشر 1871 م برلين ساکس فر کفورت بافر مانش إن البلقان أصبحت في الثلث الثاني من القرن التاسع عشر منطقة لا يمكن السيطرة عليها والتحكم في تطور الأمور بها، ومن ثمة كانت هناك مخاوف في كافة العواصم 1 - ابرز عناصر القوة لدى الأمة الألمانية. الأوروبية من أن المشاكل البلقانية قد تورط أوروبا في حرب غير مجدية، وكان بسمارك يعتقد أن هذه المشكلات الخاصة بالدولة العثمانية، يجب أن لا تؤدي إلى صدام بين الدول الكبرى، وأن دماء الأوروبيين الركية يجب أن لا تراق تقویم مرحلی من خلال الوثيقة 1 - 2 2 - بين العوامل التي مكنتها من تحقيق الوحدة القومية. بسبب هذه المسائل .... عبدالعزیز نوار و عبد المجيد نعنعي التاريخ المعاصر، أوروبا من الثورة الفرنسية الى الحرب في البلقان ومحاربتها في إيطاليا وألمانيا. العالمية الثانية .. 3 - حدد أسباب تاخر الوحدة القومية في إيطاليا رغم أنها السباقة في احتضان النهضة الأوربية الحديثة. 4- حدد عوامل دعم الدول الأوروبية للقومية وثيقة 2 75 . ৯০,64,HSS1
. الموقع ائرة التعليمي الحركة الاستعمارية الأوروبية إذا كانت الاكتشافات الجغرافية في القرنين 16 و 17، قد أحدثت ما يعرف بالانقلاب التجاري الذي فسح المجال لظهور الموجة الأولى من الاستعمار الأوروبي، فإن الانقلاب الصناعي قد احدث تغييرا جذريا في جغرافية و سياسة أوروبا وتولد عنه ظهور قوى استعمارية جديدة ( فرنسا، إنجلترا، بلجيكا، إيطاليا ألمانيا روسيا ) ولاحقا الولايات المتحدة الأمريكية واليابان. مفهوم الحركة الاستعمارية هي ظاهرة سياسية تشمل كل الممارسات التي تقوم بها دولة . ضد دولة بغرض احتلال أراضيها واستعباد شعبها واستغلال ثرواتها ومحو شخصيتها، واتخاذها كقاعدة عسكرية الحماية مصالحها وازدادت حدتها واشتد التنافس بين الدول الأوروبية في القرن 19 م يفعل التحولات التي عرفتها القارة في تلك المرحلة. إن من واجبنا أن نأخذ نصيبينا في عملية نقل المدنية إلى إفريقيا ، جوزيف تشمبرلان 1- دوافعها : أ - الاقتصادية : الحاجة إلى المواد الأولية وتصريف المنتجات ... استثمار رؤوس الأموال و طغیان روح الكسب والتجارة خاصة بعد اكتشاف موارد جديدة .. ب - الاستراتيجية : الحاجة إلى مراكز ثابتة متعددة الوظائف، تجارية - عسكرية إصلاح السفن تموين الجيوش ). . مصدر بشري للتجنيد ودعم الجيوش والدفاع عن المصالح . ج - الهجرة و الاستيطان : تزايد النمو السكاني والتطور الصناعي تسبب في ارتفاع الهجرة والاستيطان، بغرض تثبيت الوجود الاستعماري مثل ( بريطانيا ) بينما مارست فرنسا الاستعمار الاستيطاني بالجزائر يفتحها باب الهجرة الواسعة للأوروبيين من مختلف جنسياتهم، وحملوا الجنسية الفرنسية مع استقرارهم بالجزائر . الهجرات الأوروبية بين سنة 1847م - 1932م ادعاء نشر الحضارة الأوربية لدى الشعوب المتخلفة . مصدر الهجرة عدد المهاجرين د الدينية و الحضارية : الجزر البريطانية إيطاليا توظيف التنصير لنشر المسيحية، لتكون أداة للاستعمار ( الراية تتبع الإنجيل). النمسا والمجر هـ - السياسية المانيا البحث عن الأمجاد القومية. إسبانيا ظهور الزعماء المغامرين وسعيهم إلى كسب أمجاد شخصية أمثال بونابرت بسمارك تاليران وسيسيل رودس لا فيجري جول فيري شارل العاشر. 76 18.020.000 10.092.000 5.196.000 4.889.000 4.653.000 2.253.000 .,65,HSS1
"لات. 2-1612 و أن عملية التوسع الأوروبي المدفوعة بالحاجة الاقتصادية وشهوة الربح وسحر ما ورد في روايات بعض الرحالة ولا سيما ماركو بولو"" ، من ذهب وثروات أسطورية تعج بها بلدان كالهند والصين واليابان، فاقمت من غزوات المغامرين ... إن التوسع الأوروبي أفاد من اجتماع ثلاثة عوامل : العامل الأول وهو العامل الاقتصادي أي الحاجة، والعامل الثاني وهو التبرير ... ) فقد حمله المذهب الكاثوليكي، وهو دين واعد بالخلاص يصيو إلى اكتساب الناس لاعتناقه، فوفر هذا للتوسع محتواه الفكري. كان ما تقترحه الكنيسة، هو القيام بحملات صليبية على نطاق الكرة الأرضية كلها، وهو ما جاء يطابق مصالح أوروبا الاقتصادية و يلائمها أشد الملاءمة . ) ، أما العامل الثالث فقد تمثل في التقدم المفاجئ الذي حصل على المعارف في القرنين الخامس عشر و السادس عشر على وجه الضبط . كان ما نجم عن هذا التقدم من إتقان في المهارات هو ما أمد أوربا بسلاح تفوقها، وفي أواخر القرن السابع عشر وأوائل القرن الثامن عشر، أصبحت أوروبا تسيطر في كل مكان لا ينازعها منازع .. وثيقة 1 إحدى معارك حملة نابوليون بونابرت على مصر 1798 د . غسان بدر الدين - جدلية التخلف و التنمية الاستعمار و "" عظمة الأمم "" لا تعتبر الأمم عظيمة، إلا بالنشاط الذي تطوره فبدون تحرك و بدون اختلاط بشؤون العالم، لا إشعاع ممكن لأمة عظيمة. بل هو التخلي والقعود، إذا أرادت فرنسا أن تبقى بلدا عظيما يمارس كل ما له من تأثير على أوروبا يجب أن تحمل، في كل مكان تقدر عليه، لغتها وعاداتها و رايتها و أسلحتها وعبقريتها . جول فيري : الرائد الرسمي الفرنسي وثيقة 2 المداولات البرلمانية 1885 م ) الرسالة الحضرية للرجل الأبيض أن الأمة مثل الفرد لها واجبات، فلا يمكننا أن نتخلى عن واجباتنا اتجاه شعوب عديدة، وضعت تحت وصايتنا. إن بإمكان سيطرتنا وحدها أن تضمن السلم والأمن والرفاهية لأولئك التعساء، الذين لم يسبق لهم أبدا أن عرفوا تلك النعم، فبأدائنا الرسالة التمدين هذه، نكون قد أوفينا برسالتنا الوطنية لصالح الشعوب .. جوزيف تشمبرلان - وزير المستعمرات البريطاني 1895 م 1903 م أورده كروزي في سياسات التوسع الإمبريالي ) وثيقة 3 .",66,HSS1
2- السياسة الاستعمارية : أخذت موجة الاستعمار الأوروبي الحديث في الانتشار والتوسع منذ القرن 19 م، و اتخذت أشكالا ووسائل متعددة حسب ما تمليه ظروف ومصالح وامكانات كل دولة استعمارية، ومن ثمة أخذ الاستعمار الأشكال التالية : أ - الاستعمار المباشر : وهو ما مارسته فرنسا بشكل خاص في الجزائر، عن طريق الاحتلال العسكري، ودعمه بالاستيطان والادارة المركزية ( سياسة الالحاق ) . ب - الاستعمار غير المباشر : وقد مارسته بريطانيا بشكل واسع في امبراطوريتها الكبرى وحدت حذوها كل من بلجيكا وهولندا... و فرنسا أيضا وكانت وسائلها في ذلك ) شركات تجارية امتيازات اتفاقيات الحماية والمعاهدات سياسة التنصير الاستثمار القواعد العسكرية توظيف القانون الدولي من خلال الانتداب الوصاية أعظم شانا. الأقليات جمع أقلية، وهي طائفة من الناس تجمعهم رابطة اللغة أو الدين أو الجنسية. يعشون مع طائفة أخرى . . والحماية ). 3 - نتائجها : إنهاء سيادة الأقطار المستعمرة. تفكيك البنية الاجتماعية، كنتيجة لعملية الاستيطان . القضاء على النمط الاقتصادي للاقطار المستعمرة وإلحاقه بالاقتصاد الاستيطان حركة ماسية، برزت الاستعمار الأوربي، منذ اكتشاف العالم الحديث حيث ارتبطت بهجرة الأوروبيين واستيطانهم بالقارة الأمريكية، وجنوب إفريقيا بالنسبة للاستعمار البريطاني والإسباني والبرتغالي، كما ارتبطت ظاهرة الاستيطان بالاستعمار الفرنسي للجزائر والحركة الرأسمالي في إطار تقسيم العمل الدولي. إقامة علاقة تبعية ثقافية عبر خلق نخب اجتماعية وثقافية مرتبطة بالدولة المستعمرة وإحياء الأقليات والقوميات في جميع المستعمرات البعاث الشعور القومي، كنتيجة للضغط الاستعماري. خلق أزمة هوية في الاقطار المستعمرة وما نجم عنها من انعدام الاستقرار الاجتماعي والسياسي. تدمير المعالم الحضارية وإعادة تشكيلها وفق ما يخدم المصالح الاستعمارية بوضع بدائل دخيلة عن المجتمعات. اشتداد التنافس الأوربي على المستعمرات الذي أدى إلى تضارب المصالح و وقوع الأزمات الدولية ونشأة التكتلات التي ساقت إلى الحرب الصهيونية بفلسطين . موقع عيون البصائر التعليمي 78 العالمية الأولى. .,67,HSS1
الحركة الاستعمارية موقع عيو وثيقة 1 التحولات السعو 1914م تقويم کو قرارات مؤتمر 1884 م / 1885 م . حضر مندوبوا انجلترا، فرنسا، المانيا، روسيا الدولة العثمانية، بلجيكا، هولندا، الترويج، السويد أسبانيا والبرتغال، وانتهى بتوقيع ميثاق ينص على ما يلي : من خلال الوثيقة - 1-2 - 1 - علل اهتمام مؤتمر برلين بالقارة الإفريقية. 1 - حياد اقليم حوض الكونغو وحرية التجارة فيه . - علق على الوثيقة (1) 2 - حرية الملاحة في حوض الكونغو والنيجر. 3- الغاء تجارة الرقيق والقضاء على القائمين عليها . ضرورة قيام أية دولة أوروبية تريد استعمار أرض افريقية بإخطار الدول الأخرى بالأراضي التي تضع يدها عليها، وعند إعلان أية دولة حمايتها على أرض والتوسع الاستعماري. إفريقية، فيجب أن يلازم ذلك وجود اختلال فعلي لتلك الأراضي . 2 - بين العلاقة بين نتائج الثورة الصناعية کار کو سلیمان نوار و عبد المجيد نعنعي التاريخ المعاصر بأوروبا من الثورة الفرنسية إلى الحرب العالمية الأولى وقيفة 2 ابرز طرق ووسائل تغلغل الاستعمار في القارة الإفريقية. 3- النهضة الأوروبية بمظاهرها نعمة على شعوبها، نقمة على شعوب العالم وضح ذلك. .,68,HSS1
نشاط إدماجي رقم 3 نشاط تقويمي يشير مفهوم و الثورة الصناعية و أساسا إلى فترة التاريخ الإنجليزي والتي تمتد بالتقريب بين 1750 م و 1850 م، حدث فيها تغيرات مدهشة في البناء الاقتصادي بسبب التحول من المجتمع الزراعي والتجاري إلى عصر التصنيع الحديث، وفتحت رحلات القرنين 15م - 16 م الطريق إلى تجارة عالمية واسعة. ظهرت الرأسمالية في القرن 17 م، وصنعت الآلات من الخشب تحركها قوة المياه والهواء وفي القرن 18 م، عمل جيمس واط على إيجاد الطاقة البخارية وأصبحت إنجلترا مركزا عالميا للمنسوجات واستنبطت اختراعات منها : آلة الغزل التي ابتكرها أركرايت 1769 م و الدول الآلي لاموند كارتريت 1785م واستخدم فحم الكوك في إنتاج الحديد. وأصبحت لمناجم الفحم و استخدام الصلب أهمية عظمى ثم نشأت المصانع والمدن الصناعية، وفي القرن 19 جلبت السكك الحديدية و السفن البخارية تغيرات جديدة، كما أدت الكهرباء إلى تغيرات أخرى انتشرت في أنحاء العالم، وصاحب هذا التطور الفلسفة الاقتصادية القائلة بمبدأ الحرية الاقتصادية لآدم سميث وانبثقت منها نظريات كارل ماركس و الاشتراكية ومدرسة منشستر الاقتصادية. قسم التصنيع المجتمع إلى طبقات متعارضة من ناحية رأس المال والعمل فنتج عن ذلك مشكلات اقتصادية، كما نجم عنها ارتفاع عالمي في مستوى السلع المادية. وثيقة 1 الموسوعة العربية الميسرة . الموقع عيون البصائر التعليمي إن القرن 19 م بحق هو قرن القوميات، هذه القوميات التي كانت إحدى نتائج التطور الفكري للقرنين 17 م و 18 م، إضافة إلى النتائج التي حققتها الثورة الصناعية وكيف سهلت في انتقال الفكر من منطقة إلى أخرى، ثم كيف عملت الثورة الفرنسية على بلورة هذا الفكر وتصديره. لا إلى القارة الأوربية فقط وإنما إلى العالم، ثم كيف حدث الصدام بين إرادة الحكام وإرادة الشعوب وعملت الحكومات في القارة على طمس الفكر الإصلاحي والقومي وخاضت من أجل ذلك حروبا طويلة وأقامت تحالفات ومؤتمرات، لكن في نهاية المطاف فإن إرادة الشعوب لا تقهر، وتمكنت القوميات في أوربا الغربية والوسطى من أن تحقق أهدافها وتأسست الدولة الألمانية والإيطالية وكذلك انتقلت العدوى إلى شرق القارة التي وإن حققت بعض مطامحها فظروفها الخاصة والواقع الدولي آنذاك حال دون استكمال هذه الأهداف وهذا يجعلنا نتأكد من أن الأعمال الذاتية والفكر الذاتي أسهل للتنفيذ ونحقق الغاية عكس ما يعتمد فيه على الغير. وثيقة 2 د : حسن السعاني ، المجتمع العربي والقضية الفلسطينية . بتصرف 80 .,69,HSS1
من خلال الوثيقة - 1 - 1 - علل ارتباط مفهوم الثورة الصناعية بإنجلترا دون غيرها في التاريخ المحدد. 2- تحول المجتمع من الزراعة التجارة فعصر التصنيع الحديث اشرح الفكرة. 3- بين دور الرحلات الغربية كعامل أساسي للثورة الصناعية. 4- استخرج مراحل الثورة الصناعية ومظاهرها. ابرز دور فكر آدم سميث في اتساع حركة الثورة الصناعية 6 - خرج المجتمع الأوروبي من نظام طبقي ليجد نفسه في نظام طبقي جديد، قارن بين النظامين. موقع عيو . أولا ابرز العلاقة بين : القومية والتطور الفكري. القومية والثورة الصناعية . القومية والثورة الفرنسية . ثانيا : من خلال الوثيقة - 2 - حدث الصدام بين إرادة الشعوب وإرادة الحكام بين ذلك بأمثلة . وقفت حكومات أوربا موقفا عدائيا من الفكر القومي في المؤتمرات الأوربية 1815م - 1824 م علل ذلك. وقفت الحكومات الأوربية مشجعة وداعمة للقومية في البلقان وفي المشرق العربي فسر هذا الموقف. أنجز بحثا حول : 1 دور الشركات التجارية والهند الشرقية الهولندية الهند الشرقية الفرنسية ، الهند الشرقية الإنجليزية ، في إرساء قواعد الاستعمار في آسيا الشرقية والشرق الأقصى وأثرها على الجزائر والولايات المتحدة. 2 - الإمتيازات الدينية، الثقافية، الإقتصادية الأوروبية وإنعكاساتها على العالم الإسلامي في الفترة المدروسة. 81 .,70,HSS1
الوحدة التعليمية الثالثة: الجزائر في العصر الحديث وامام 180م تعالج من خلال: 1- مكتسباتك القبلية ومطالعاتك الخارجية عن : . الوضع العام للمغرب الإسلامي بعد سقوط دولة الموحدين. . الوضع العام للمغرب الأوسط في نهاية حكم الدولة الزيانية. . سقوط الاندلس واجتياح الخطر الصليبي الإسباني السواحل المغرب الإسلامي خاصة الأوسط منها . . العلاقة بين الخطر الإسباني والاستنجاد بالإخوة بربروس ثم الخلافة الإسلامية العثمانية. 2- التحولات العامة في المغرب الأوسط من خلال : . تشكل الإطار الجغرافي للدولة الجزائرية . . تنظيم الدولة ( السلطات - الإدارة - المجتمع - البحرية - الاقتصاد ... ) . 3 - العلاقات الجزائرية المتوسطية : الموقع بعيون البصائر التعليمي . بالخلافة - بالوطن العربي - بالدولة الأوربية . . مكانة الجزائر الدولية - دورها عسكريا - دبلوماسيا . . موقف الدول الأوربية مجتمعة ومنفردة من الجزائر. بعد نهاية معالجتك للوحدة التعليمية من خلال إنجازات القسم وما تنجزه بمفردك وضمن الجماعة كتعلم ذاتي تكون قادرا على : . حل جل الإشكاليات التي يطرحها موضوع الجزائر. . معرفة كيفية تطور المجال الجغرافي للجزائر إلى أن أصبحت الخريطة الجزائرية بالصورة الحالية. . فهم الأسباب التي أدت بالدولة إلى الاهتمام العسكري على حساب الداخل. . استعمال واستغلال الوثائق الخاصة بالموضوع. . معرفة الجوانب التي تحتاج إلى بحث وتدقيق في تاريخ الجزائر. . التحكم في المفاهيم المختلفة الخاصة بالوحدة . . انجاز المشاريع التربوية العلمية الفردية والجماعية ( بحوث - ملفات - تراجم للشخصيات الرائدة - لوحات فنية - نوادي علمية تاريخية ... الخ ) . تكتشف . أن الجزائر كانت إحدى حلقات المسألة الشرقية وأخطرها ، فبسقوطها توالى سقوط باقي دول العالم الإسلامي. . أن أهمية الجزائر موقعا وإمكانات جعلتها وستجعلها محط أنظار الدول الاستعمارية قديما حاضرا ومستقبلا. 1557 الاستعمار الفرنسي ة الزيانية الجز الي في ظل الخلافة العثمانية الإسلامي . 1518 فكر في سبل حمايتها والحفاظ عليها باستخلاص العبير من الوحدات المدروسة . . 82,71,HSS1
الوحدة التعليمية الثالثة: الجزائر في العصر الحديث وامام 180م تعالج من خلال: 1- مكتسباتك القبلية ومطالعاتك الخارجية عن : . الوضع العام للمغرب الإسلامي بعد سقوط دولة الموحدين. . الوضع العام للمغرب الأوسط في نهاية حكم الدولة الزيانية. . سقوط الاندلس واجتياح الخطر الصليبي الإسباني السواحل المغرب الإسلامي خاصة الأوسط منها . . العلاقة بين الخطر الإسباني والاستنجاد بالإخوة بربروس ثم الخلافة الإسلامية العثمانية. 2- التحولات العامة في المغرب الأوسط من خلال : . تشكل الإطار الجغرافي للدولة الجزائرية . . تنظيم الدولة ( السلطات - الإدارة - المجتمع - البحرية - الاقتصاد ... ) . 3 - العلاقات الجزائرية المتوسطية : الموقع بعيون البصائر التعليمي . بالخلافة - بالوطن العربي - بالدولة الأوربية . . مكانة الجزائر الدولية - دورها عسكريا - دبلوماسيا . . موقف الدول الأوربية مجتمعة ومنفردة من الجزائر. بعد نهاية معالجتك للوحدة التعليمية من خلال إنجازات القسم وما تنجزه بمفردك وضمن الجماعة كتعلم ذاتي تكون قادرا على : . حل جل الإشكاليات التي يطرحها موضوع الجزائر. . معرفة كيفية تطور المجال الجغرافي للجزائر إلى أن أصبحت الخريطة الجزائرية بالصورة الحالية. . فهم الأسباب التي أدت بالدولة إلى الاهتمام العسكري على حساب الداخل. . استعمال واستغلال الوثائق الخاصة بالموضوع. . معرفة الجوانب التي تحتاج إلى بحث وتدقيق في تاريخ الجزائر. . التحكم في المفاهيم المختلفة الخاصة بالوحدة . . انجاز المشاريع التربوية العلمية الفردية والجماعية ( بحوث - ملفات - تراجم للشخصيات الرائدة - لوحات فنية - نوادي علمية تاريخية ... الخ ) . تكتشف . أن الجزائر كانت إحدى حلقات المسألة الشرقية وأخطرها ، فبسقوطها توالى سقوط باقي دول العالم الإسلامي. . أن أهمية الجزائر موقعا وإمكانات جعلتها وستجعلها محط أنظار الدول الاستعمارية قديما حاضرا ومستقبلا. 1557 الاستعمار الفرنسي ة الزيانية الجز الي في ظل الخلافة العثمانية الإسلامي . 1518 فكر في سبل حمايتها والحفاظ عليها باستخلاص العبير من الوحدات المدروسة . . 82,72,HSS1
من المغرب الأوسط إلى الجزائر كانت بلاد المغرب الإسلامي موحدة تحت لولاء دولة الموحدين ، وبسقوطها سنة 1269 م، انقسمت ! إلى دول متعددة ، أبرزها : الدولة الحفصية في المغرب الأدنى .. الدولة الزيانية ( بنو عبد الواد ) في المغرب الأوسط. الدولة المرينية في المغرب الأقصى . دول الطوائف في الأندلس أهمها ( بنو نصر في غرناطة ). الدولة الزيانية ( بنو عبد الواد ) : نشات دولة بني عبد الواد الزيانية على يد يغمر اسن بن زيان بن ثابت من بني عبد الواد، أحد بطون زناتة، وقد عمرت فترة تاريخية زادت عن ثلاثة قرون ما بين 1235 م 155م، شهد خلالها المغرب الأوسط مرحلة تاريخية تميزت بالأدوار التالية : الموحدون الحرب العربي بعد الموحدين المحيط الأطلسي 1 - الدور الأول / 1235 م - 1348 م تميز بـ : فرض سلطانها على الأقاليم المجاورة وإخضاع القبائل الخارجة عن سلطاني وضع قواعد الدولة الإدارية ، القضائية ، المالية والعسكرية . إقامة علاقات خارجية سياسية واقتصادية . العمل على تطوير العمران وازدهار التجارة وكذا الاهتمام بالفن والأدب والعلوم . . وقد انتهى الدور الأول بسيطرة بنو مرين على إمارة بنو عبد الواد في .1347 م 2 - الدور الثاني / 1348 م - 1517 م تميز بـ : استعادة بنو عبد الواد إمارتهم وبعث دولتهم من جديد سنة 1348م بعد التخلص من بني مرين حملت اسم الدولة الزيانية في عهد أبو حمو الثاني .سنة 1359 م عرفت الإمارة فترات مد و جزر تبعا لقوتها وضعفها. . استمرار الصراع حول السلطة وصراع الولاء بين القبائل. صومعة مسجد المنصورة بمدينة المان عاصمة الزيانيين تزايد التدخلات والاطماع المرينية من الغرب والحفصية من الشرق. . 84 كيو البصائر التعليمي,73,HSS1
"1880-15. ها، عندما ضعفت دولة الموحدين، وسقطت، فقد الإقليم وحدته السياسية وانقسم على نفسه و تكونت لوم به ثلاث دول حاولت كل منها أن تفرض سيطرتها على كل الإقليم دون جدوى وهي : الدولة الحفصية بالمغرب الأدنى (تونس)، ودولة بني عبد الواد الزيانية بالمغرب الأوسط (الجزائر)، والدولة المرينية بالمغرب الأقصى ودخلت هذه الدول فيما بينها في صراع حاد ومرير عانى منه بنو زيان أكثر من غيرهم في الوقت الذي بدا فيه الضغط الأوربي المسيحي يطغى عليها ويهددها.. وثيقة 1 کو ها وصف محمد العبدري تلمسان في رحلته قائلا "" تلمسان مدينة كبيرة ساحلية جبلية جميلة المنظر مقسومة باثنين بينهما سور ولها جامع عجيب مليح متسع و بها أسواق قائمة واهلها ذوو ليانة والدائر بالبلد كله مغروس بالكرم وأنواع الثمار وسوره من أوثق الأسوار وأصحها، وبها حمامات نظيفة أشهرها حمام العالية قل أن يرى له نظير و بالحمة هي ذات منظر ومخبر و انظار متسعة و مبانيها مرتفعة .. وقال عنها البكري : هي مدينة المغرب الأوسط ودار ملك زناتة ومتوسطة قبائل البرير ومقصد تجار الأفاق بها أسواق ومسجد جامع وأشجار وأنهار، وكان الأولون قد جلبوا اليها ماء من عيون تسمى التوريط بينها وبين المدينة 6 أميال و لها 5 أبواب ... في القبلة باب الحمام وباب وهب وباب الخوخة، و في الشرق باب العقبة و في الغرب باب ابي قرة، وآثار قديمة ... وثيقة 2 د. يحي بوعزيز / الموجز في تاريخ الجزائر .. مقام السلطان بتلمسان تقویم مرحلی من خلال الوثيقة ( 1 ) : أ - حدد أسباب ضعف دولة الموحدين ب - بين أثر الصراع الحفصي والمريني على دولة بني عبد الواد... من خلال الوثيقتين ( 2 ) ج - ابرز أهمية تلمسان الحضارية وأسباب اختيارها عاصمة للدولة الزيانية. مو عبو ی .",74,HSS1
الدولة الرياينة ( بنو عبد الواد ) 3 - الدور الثالث / 1517 م 15574 م : في ظل التطورات التي مرت بها الدولة الزيانية أصبح الخطر الإسباني على المغرب الأوسط حقيقة، تجلى ذلك في : كثرة التدخلات الإسبانية في شؤون الإمارة الداخلية، ومحاولة الإحاطة بكل جوانبها ، تمهيدا لاحتوائها ( 1 ) . توجيه الإسبان نشاطهم لغزو بلاد المغرب الإسلامي بعد سقوط غرناطة سنة 1492 م بهدف تحقيق ما يلي : منع الأندلسيين اللاجئين من العودة إلى ديارهم. النحر الأحمري البحر المتوسط الفصول و ريال بنو مرين المغرب العربي بعد الموحدين الأطلسي استغلال موانئ المغرب الإسلامي الاستراتيجية للتحكم في البحر في الثالث من مايو 1493 م خول المتوسط الجنوبي عسكريا وتجاريا. البابا الكسندر السادس إسبانيا حق احتلال المنطقة لإنهاء الوجود الإسلامي واستغلال إمكاناتها من المواد ملكية الأراضي المكتشفة ثم عدل نص الوثيقة في اليوم الثاني واشترك البرتغال في هذه الملكية واتفقوا على الأولية وتحويلها إلى سوق لتصريف المنتجات . اتخاذ المنطقة كبوابة للتوغل في إفريقيا .. . ذلك في معاهدة تورديسيلياس 07 نوفمبر 1494 م باركها البابا يوليوس أمام التناحر والتمزق الداخلي واستعداد الأمراء للتحالف مع العدو من أجل السلطة، كانت إسبانيا قد عقدت معاهدة التحالف مع . الثاني يوم 24 يناير 1506 م. البرتغال التقسيم المنطقة بمباركة البابا ودعوته أمراء وملوك أوربا تأجيل ) خلافاتهم حتى تتم عملية استكمال السيطرة الصليبية على المغرب الإسلامي. وشهدت سواحل المنطقة حملات شرصة بين 1505 م - 1510 م، انتهت باحتلال أبرز الموانئ اين عملت إسبانيا على : تعظيم المعالم التاريخية والإسلامية كتهديم منارة قصر اللؤلؤة الذي يعتبر من أعظم آيات الفن الجزائري . نهب التحف والنفائس والاستيلاء على الممتلكات ... فرض الضرائب على السكان . حملت شارل لكان والخامس) على مدينة الجزائر . 86 عيون البصائر التعليمي .,75,HSS1
