Educational stage,HistoricalEra,Personality Name,Date,Content,stemmedTashContent,image_link
HSL3,Modern History,أندري جيدانوف,,1896-1948.فيلسوف و رجل دولة روسي.الرجل الثاني بعد ستالين في الهرم السوفيتي.في إطار الحرب الباردة1947-1953 برزت له أفكارا تعرف باسمه(الجيدانوفية)وتتمحور حول أن:الاشتراكية هي التحرر بينما الرأسمالية تمثل الاستعمار و الامبريالية.كما ساهم في تأسيس (مكتب الكمنفورم)ردا على مشروع مارشال.,1896-1948.فيلسوف و رجل دول روسي.الرجل ثان بعد ستال في هرم السوفيتي.في إطار حرب الباردة1947-1953 رزت له كار عرف باسمه(الجيدانوفية)وتتمحور حول أن:الاشتراكية هي تحرر ينما رأسمال مثل استعمار و الامبريالية.كما سا في أسيس (مكتب الكمنفورم)ردا على مشروع مارشال.,https://upload.wikimedia.org/wikipedia/ar/0/09/Zhdanov_111.jpg
HSL3,Modern History,فلاديمير لينين,,1870-1924.زعيم الثورة الشيوعية(البلشفية) في روسيا1917ضد القيصر (نيكولاي2).مؤسس الاتحاد السوفيتي ورئيسه ما بين1922و1924.,1870-1924.زعيم ثور الشيوعية(البلشفية) في روسيا1917ضد قيصر (نيكولاي2).مؤسس اتحاد سوفيت رئيس ما بين1922و1924.,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lenin_in_1920_%28cropped%29.jpg
HSL3,Modern History,موسوليني بينيتو,,زعيم الديكتاتورية الفاشية بايطاليا 1926-1943.تحالف مع النازية والعسكرية اليابانية1963او ما يسمى بدول المحور.,زعيم الديكتاتورية فاش ايطاليا 1926-1943.تحالف مع ناز عسكر اليابانية1963او ما سمى دول محور.,https://cdn.britannica.com/91/9891-050-DC25B5E5/Benito-Mussolini.jpg
HSL3,Modern History,كورت فالدهايم,,دبلوماسي نمساوي.أمين عام هيئة أمم 1972-1981.رئيس النمسا1986-1992.,دبلوماس نمساوي.أمين عام هيئ مم 1972-1981.رئيس النمسا1986-1992.,https://www.un.org/sg/sites/www.un.org.sg/files/img/portraits/Waldheim.jpg
HSL3,Modern History,جورج بومبيدو,,رئيس فرنسا 1969-1974خلفا ديغول.ترأس الوفد الفرنسي المفاوض مع جبهة التحرير الوطني الجزائرية1961في سويسرا قبل الوصول إلى اتفاقية (ايفيان) .,رئيس رنس 1969-1974خلفا ديغول.ترأس وفد فرنس مفاوض مع جبه تحرير وطن الجزائرية1961في سويسر قبل وصول إلى اتفاق (ايفيان) .,https://upload.wikimedia.org/wikipedia/commons/2/2a/Georges_Pompidou_1969_%28cropped%29.jpg
HSL3,Modern History,أحمد سوكارنو,,رئيس اندونيسيا 1945-1968.من مؤسسي حركة عدم الانحياز.وضع تحت الإقامة الجبرية بعد الانقلاب عليه من طرف قائد الجيش(سوهارتو)إلى غاية وفاته1970.,رئيس اندونيسيا 1945-1968.من مؤسس حرك عدم الانحياز.وضع تحت إقام جبر بعد انقلاب على من طرف قائد الجيش(سوهارتو)إلى غا وفاته1970.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Presiden_Sukarno.jpg/1200px-Presiden_Sukarno.jpg
HSL3,Modern History,نكروما كوامي,,رئيس غانا 1960-1966.من مؤسسي منظمة الوحدة الافريقية1963.من دعاة تحرير شعوب إفريقيا من الاستعمار.,رئيس غا 1960-1966.من مؤسس منظم وحد الافريقية1963.من دعا حرير شعوب إفريقي من الاستعمار.,https://upload.wikimedia.org/wikipedia/commons/d/d9/The_National_Archives_UK_-_CO_1069-50-1.jpg
HSL3,Modern History,هارتزل,1860-1904,: .يهودي مجري .عاش في النمسا.مؤسس الصهيونية العالمية.دعى لوطن قومي لليهود.,: .يهود مجر .عاش في النمسا.مؤسس صهيون العالمية.دعى وط قوم يهود.,https://upload.wikimedia.org/wikipedia/commons/9/95/Theodor_Herzl.jpg
HSL3,Modern History,جورج بوش الأب,,رئيس الولايات المتحدة (41). حكم مابين 1989و1993. أنهى الحرب الباردة اثر مؤتمر مالطا 1989 مع غورباتشوف.قام بغزو (باناما)نهاية1989و ألقى القبض على رئيسها (نورويغا) .أخرج العراق من الكويت1991.خلفه بيل كلينتون.,رئيس ولا متحد (41). حكم ماب 1989و1993. نهى حرب بارد ثر مؤتمر مالط 1989 مع غورباتشوف.قام غزو (باناما)نهاية1989و قى قبض على رئيس (نورويغا) .أخرج عراق من الكويت1991.خلفه يل لينتون.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/George_H._W._Bush_presidential_portrait_%28cropped%29.jpg/800px-George_H._W._Bush_presidential_portrait_%28cropped%29.jpg
HSL3,Modern History,الملك فاروق,,ملك مصر من1936-1952.أتهم بالمسئولية على الهزيمة العربية مع إسرائيل 1948.أطيح به من قبل الضباط الأحرار بقيادة عبد الناصر 23جويلية1952و أسسوا الجمهورية.,مل مصر من1936-1952.أتهم مسئول على هزيم عرب مع إسرائيل 1948.أطيح به من قبل ضباط أحرار قياد عبد ناصر 23جويلية1952و سس الجمهورية.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Farouk-King-.jpg/220px-Farouk-King-.jpg
HSL3,Modern History,محمد الخامس,,ملك المغرب من1957-1961.نفي من قبل فرنسا إلى مدغشقر 1952و كان ذالك إحدى,مل مغرب من1957-1961.نفي من قبل رنس إلى مدغشقر 1952 كان ذال إحدى,https://upload.wikimedia.org/wikipedia/commons/8/8d/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3_%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpg
HSL3,Modern History,ويلي براندت,,مستشار ألمانيا.عرف بسياسة (الانفتاح على الشرق) مؤكدا على سياسة تسوية قضايا الخلاف بين المعسكرين بالطرق السلمية.,مستشار ألمانيا.عرف سياس (الانفتاح على شرق) مؤكد على سياس تسو قضاي خلاف بين معسكر طرق سلمية.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Bundesarchiv_B_145_Bild-F057884-0009%2C_Willy_Brandt.jpg/235px-Bundesarchiv_B_145_Bild-F057884-0009%2C_Willy_Brandt.jpg
HSL3,Modern History,هربرت صاموئيل1870/1963,,سياسي بريطاني يهودي اول منعين كمندوب بريطاني سامي بفلسطين 1920/1925 اصدر قانون تسهيل الهجرة اليهودية,سياس ريطان هودي ول منع مندوب ريطان سام فلسط 1920/1925 صدر قان سهيل هجر يهود,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1164254314603878
HSL2,Modern History,سيسيل رودس,1853-1902,سياسي استعماري بريطاني ورئيس مستعمرة الكاب. شهد عصره توسعا ضخما في الإمبراطورية البريطانية.,سياس استعمار ريطان رئيس مستعمر كاب. شهد عصر وسع ضخم في الإمبراطورية البريطانية.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/CecilRhodes.jpg/247px-CecilRhodes.jpg
HSL2,Modern History,جول فيري,1832-1893,وزير فرنسي ومن أشد أنصار الحركة التوسعية الفرنسية. وطد أركان الإمبراطورية الاستعمارية الفرنسية في إفريقيا والهند الصينية.,زير رنس من شد نصار حرك توسع فرنسية. طد رك الإمبراطورية استعمار فرنس في إفريقي هند صينية.,https://upload.wikimedia.org/wikipedia/commons/b/bb/JulesFerryBonnat.jpg
HSL2,Modern History,مصالي الحاج,1898-1974,سياسي جزائري وزعيم التيار الاستقلالي. يعتبر رمزا للوطنية والتحرر لكل شمال إفريقيا. مؤسس نجم شمال إفريقيا ثم حزب الشعب ثم حركة الانتصار للحريات الديمقراطية.,سياس جزائر زعيم تيار الاستقلالي. عتبر رمز وطن تحرر كل شمال إفريقيا. مؤسس جم شمال إفريقي ثم حزب شعب ثم حرك انتصار حر الديمقراطية.,https://upload.wikimedia.org/wikipedia/commons/3/31/Messali_Hadj_Messali_Clean.jpg
HSL2,Modern History,جمال عبد الناصر,1918-1970,رجل دولة مصري وأحد قادة ثورة جويلية 1952 ضد الملك فاروق. أمم قناة السويس سنة 1956، وحد مصر وسوريا. انهزم في حرب جوان 1967 ضد إسرائيل. أحد الأقطاب المؤسسين لحركة عدم الانحياز.,رجل دول مصر حد قاد ثور جويل 1952 ضد ملك اروق. مم قنا سويس سن 1956، حد مصر سوريا. نهزم في حرب جو 1967 ضد إسرائيل. حد أقطاب مؤسس حرك عدم انحياز.,http://nasser.bibalex.org/Data/photos/medium/37-2.jpg
HSL2,Modern History,جومو كينياتا,1894-1978,أول رئيس لكينيا، زعيم سياسي وأمين عام للاتحاد الكيني الإفريقي من أجل استقلال كينيا.,أول رئيس كينيا، زعيم سياس مي عام اتحاد كين إفريق من أجل استقلال ينيا.,https://cdn.britannica.com/07/10507-050-CA3FE190/Jomo-Kenyatta.jpg
HSL2,Modern History,أحمد سوكارنو,1901-1970,زعيم الحركة التحررية بإندونيسيا وأول رئيس لها. يعد من أبرز زعماء حركة عدم الانحياز.,زعيم حرك تحرر بإندونيسيا أول رئيس ها. عد من رز زعماء حرك عدم انحياز.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Presiden_Sukarno.jpg/1200px-Presiden_Sukarno.jpg
HSL2,Modern History,عمر المختار,1860-1931,شيخ الشهداء وأسد الصحراء. زعيم وطني ليبي ومناضل ومقاوم ضد الغزو الإيطالي لليبيا.,شيخ شهداء سد صحراء. زعيم طن بي مناضل مقاوم ضد غزو إيطال يبيا.,https://upload.wikimedia.org/wikipedia/commons/d/d8/Omar_Mukhtar_13.jpg
HSL2,Modern History,كوامي نكروما,1909-1972,مناضل غاني ضد الاستعمار وأول رئيس لغانا المستقلة. من أبرز دعاة الوحدة الإفريقية.,مناضل غا ضد استعمار أول رئيس غا مستقلة. من رز دعا وحد الإفريقية.,https://upload.wikimedia.org/wikipedia/commons/d/d9/The_National_Archives_UK_-_CO_1069-50-1.jpg
HSL2,Modern History,عبد الحميد بن باديس,1889-1940,ولد بقسنطينة، تابع دراسته بتونس في جامعة الزيتونة. بعد عودته للجزائر انخرط في العمل الوطني وأسس سنة 1931 جمعية العلماء المسلمين الجزائريين. رائد حركة الإصلاح في الجزائر.,لد بقسنطينة، تابع دراس تونس في جامع زيتونة. بعد عود جزائر نخرط في عمل وطن سس سن 1931 جمع علماء مسلم الجزائريين. رائد حرك إصلاح في جزائر.,https://upload.wikimedia.org/wikipedia/commons/6/66/%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%AD%D9%85%D9%8A%D8%AF-%D8%A5%D8%A8%D9%86-%D8%A8%D8%A7%D8%AF%D9%8A%D8%B3.jpg
HSL2,Modern History,أحمد عرابي,1841-1911,قائد عسكري وزعيم مصري. قاد ثورة ضد الخديوي توفيق. شغل منصب وزير الدفاع.,قائد عسكر زعيم مصري. قاد ثور ضد خديو توفيق. شغل منصب زير دفاع.,https://upload.wikimedia.org/wikipedia/commons/0/05/Arabi_%281906%29_-_TIMEA.jpg
HSL2,Modern History,سليمان الباروني,1870-1940,مجاهد ليبي حارب الإيطاليين. من أهم السياسيين في ليبيا.,مجاهد بي حارب الإيطاليين. من هم سياسي في يبيا.,https://upload.wikimedia.org/wikipedia/commons/1/14/%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%87%D8%AF_%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86_%D8%A7%D9%84%D8%A8%D8%A7%D8%B1%D9%88%D9%86%D9%8A.JPG
HSL2,Modern History,عبد الكريم الخطابي,1882-1963,مقاوم مغربي حارب الاحتلال الإسباني في منطقة الريف.,مقاوم مغرب حارب احتلال إسبان في منطق ريف.,https://upload.wikimedia.org/wikipedia/commons/2/28/Abb_el_Krim._Revista_Ej%C3%A9rcito_n._962._junio_2021._p._50.jpg
HSL2,Modern History,حمدان بن عثمان خوجة,1773-1845,مناضل وعضو في بلدية الجزائر. دافع عن بلاده ضد الاحتلال الفرنسي وحافظ على كل ما تبقى من ممتلكاتها.,مناضل عض في لد جزائر. دافع عن لاد ضد احتلال فرنس حافظ على كل ما بقى من ممتلكاتها.,https://ultraalgeria.ultrasawt.com/sites/default/files/2023-04/%D8%AD%D9%85%D8%AF%D8%A7%D9%86%20%D8%AE%D9%88%D8%AC%D8%A9.png
HSL2,Modern History,محمد أحمد المهدي,1843-1885,قائد الدعوة والثورة المهدية بالسودان. انتصر على جيوش الحكم التركي المصري والجيوش البريطانية التي ساندته أثناء نضاله.,قائد دعو ثور مهد سودان. نتصر على جيوش حكم ترك مصر جيوش بريطان التي ساند ثناء نضاله.,https://upload.wikimedia.org/wikipedia/commons/4/4f/Muhammad_Ahmad.jpg
HSL2,Modern History,عبد العزيز الثعالبي,1876-1944,سياسي ومناضل تونسي ضد الاحتلال الفرنسي. من دعاة الإصلاح والتجديد.,سياس مناضل ونس ضد احتلال فرنسي. من دعا إصلاح تجديد.,https://upload.wikimedia.org/wikipedia/commons/2/29/Abdelaziz_Th%C3%A2albi_2.jpg
HSL2,Modern History,المهاتما غاندي,1869-1948,داعية وطني وزعيم ديني هندي. ناضل ضد الوجود البريطاني. زعيم الحركة الوطنية منذ 1920. صاحب فلسفة المقاومة السلمية (لا خوف ولا عنف). اغتيل على يد متطرف هندوسي عام 1948.,داع طن زعيم دي هندي. ناضل ضد وجود البريطاني. زعيم حرك وطن منذ 1920. صاحب سف مقاوم سلم (ل خوف لا عنف). غتيل على يد متطرف هندوس عام 1948.,https://upload.wikimedia.org/wikipedia/commons/7/7a/Mahatma-Gandhi%2C_studio%2C_1931.jpg
HSL2,Modern History,هوشي منه,1890-1969,مؤسس دولة الفيتنام الشمالية وزعيم الثورة الفيتنامية ضد فرنسا ثم ضد الولايات المتحدة الأمريكية.,مؤسس دول فيتنام شمال زعيم ثور فيتنام ضد رنس ثم ضد ولا متحد الأمريكية.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Ho_Chi_Minh_1946.jpg/250px-Ho_Chi_Minh_1946.jpg
HSL2,Modern History,الداي حسين,1818-1830,آخر دايات الجزائر . وقع معاهدة الاستسلام مع فرنسا في جويلية 1830. غادر الجزائر إلى نابولي ثم إلى الإسكندرية التي توفي بها.,آخر دا جزائر . قع معاهد استسلام مع رنس في جويل 1830. غادر جزائر إلى نابول ثم إلى إسكندر التي وف ها.,https://upload.wikimedia.org/wikipedia/commons/9/97/Hussein_Pacha%2C_par_Fernel.jpg
HSL2,Modern History,الحاج أحمد باي,1830-1848,ولد بقسنطينة من أسرة كرغلية. تولى عدة مناصب سياسية في بايلك الشرق، وعُين بايا على قسنطينة سنة 1826. عند دخول الاستعمار الفرنسي الجزائر قاد المقاومة ضده من قسنطينة . رغم سقوط قسنطينة سنة 1837 استمر في المقاومة بعد مغادرتها، لكنه اضطر إلى توقيفها بسبب كبر سنه وتخلي القبائل عن مساندته. توفي سنة 1850 بمدينة الجزائر.,لد قسنطين من سر رغلية. ولى عد مناصب سياس في ايل شرق، عي ايا على قسنطين سن 1826. عند دخول استعمار فرنس جزائر قاد مقاوم ضد من قسنطين . رغم سقوط قسنطين سن 1837 ستمر في مقاوم بعد مغادرتها، لكن ضطر إلى وقيف سبب بر سن خل قبائل عن مساندته. وف سن 1850 مدين جزائر.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Hadj_Ahmed_Bey_el_kolli.jpg/220px-Hadj_Ahmed_Bey_el_kolli.jpg
HSL2,Modern History,الأمير عبد القادر,1832-1847,ابن محي الدين الحسيني الجزائري، فقيه وفيلسوف وشاعر وسياسي ومن كبار رجالات الدولة الجزائرية الحديثة ومؤسسها. قاد المقاومة ضد الاحتلال الفرنسي . اضطر إلى توقيف المقاومة. توفي بدمشق، وبعد الاستقلال نقلت رفاته إلى مقبرة العالية بالجزائر العاصمة سنة 1966.,بن مح دين حسين جزائري، قي فيلسوف شاعر سياس من بار رجال دول جزائر حديث مؤسسها. قاد مقاوم ضد احتلال فرنس . ضطر إلى وقيف مقاومة. وف دمشق، بعد استقلال قلت رف إلى مقبر عال جزائر عاصم سن 1966.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Abd_al-Qadir.jpg/220px-Abd_al-Qadir.jpg
HSL2,Modern History,محمد المقراني,1871,ابن أحمد المقراني من عائلة غنية، تربى تربية إسلامية على يد والده. أعلن المقاومة ضد الاستعمار الفرنسي في فيفري 1871 واستمر إلى حين استشهاده في ماي 1871.,بن حمد مقران من عائل غنية، ربى ترب إسلام على يد ده. عل مقاوم ضد استعمار فرنس في فري 1871 ستمر إلى حين استشهاد في ما 1871.,https://upload.wikimedia.org/wikipedia/commons/4/4b/El_Mokrani.JPG
HSL2,Modern History,الأمير خالد,1875-1936,حفيد الأمير عبد القادر. عمل ضابطا في الجيش الفرنسي خلال الحرب العالمية الأولى. بعد تقاعده امتهن السياسة فأسس حركة الإصلاح سنة 1919. نظرا لنشاطه، قامت فرنسا بنفيه. توفي في دمشق.,حفيد أمير عبد قادر. عمل ضابط في جيش فرنس خلال حرب عالم أولى. بعد قاعد مت سياس سس حرك إصلاح سن 1919. ظرا نشاطه، قام رنس نفيه. وف في دمشق.,https://upload.wikimedia.org/wikipedia/commons/3/35/%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1_%D8%AE%D8%A7%D9%84%D8%AF.jpg
HSL2,Modern History,مصالي الحاج,1878-1974,"سياسي جزائري ولد بمدينة تلمسان. أسس سنة 1926 حزب ""نجم شمال إفريقيا"" الذي انتشر نفوذه بين العمال الجزائريين بفرنسا، وتحول سنة 1937 إلى حزب الشعب الجزائري، الذي أصبح جزءا من الحركة الوطنية الجزائرية سنة 1945.","سياس جزائر لد مدين تلمسان. سس سن 1926 حزب ""نجم شمال إفريقيا"" الذي نتشر فوذ بين عمال جزائري فرنسا، تحول سن 1937 إلى حزب شعب جزائري، الذي أصبح جزء من حرك وطن جزائر سن 1945.",https://upload.wikimedia.org/wikipedia/commons/3/31/Messali_Hadj_Messali_Clean.jpg
HSL2,Modern History,فرحات عباس,1899-1985,"سياسي جزائري دخل كلية الصيدلة ثم انخرط في مواجهة الاستعمار الفرنسي. أسس سنة 1938 ""اتحاد الشعب الجزائري"". التحق بجبهة التحرير سنة 1956. كان أول رئيس للحكومة الجزائرية المؤقتة من القاهرة ما بين 1958 و1961.","سياس جزائر دخل لي صيدل ثم نخرط في مواجه استعمار فرنسي. سس سن 1938 ""اتحاد شعب الجزائري"". تحق جبه تحرير سن 1956. كان أول رئيس حكوم جزائر مؤقت من قاهر ما بين 1958 1961.",https://upload.wikimedia.org/wikipedia/commons/6/60/Ferhat_Abbas_-_algerischer_Staatspr%C3%A4sident.jpg
HSL2,Modern History,الصالح بن جلول,1896-1986,درس بمدينة قسنطينة ثم أكمل دراسته بفرنسا بكلية الطب. من دعاة الإدماج وعضو في فدرالية المنتخبين المسلمين الجزائريين التي تأسست سنة 1927. طالب بالمساواة بين الجزائريين والفرنسيين في كل المجالات. بعد الاستقلال، اعتزل السياسة.,درس مدين قسنطين ثم كمل دراس فرنسا كل طب. من دعا إدماج عض في درال منتخب مسلم جزائري التي تأسس سن 1927. طالب مساوا بين جزائري فرنسي في كل مجالات. بعد الاستقلال، عتزل سياسة.,https://0.academia-photos.com/attachment_thumbnails/34255393/mini_magick20190324-539-75rzqy.png?1553471561
HSL2,Modern History,عبد الحميد بن باديس,1889-1940,"ولد بمدينة قسنطينة، تابع دراسته بتونس في جامعة الزيتونة. بعد عودته للجزائر انخرط في العمل الوطني وأسس سنة 1931 ""جمعية علماء المسلمين"" التي كان لها دور في الحفاظ على الهوية الجزائرية.","لد مدين قسنطينة، تابع دراس تونس في جامع زيتونة. بعد عود جزائر نخرط في عمل وطن سس سن 1931 ""جمع علماء مسلمين"" التي كان لها دور في حفاظ على هو الجزائرية.",https://upload.wikimedia.org/wikipedia/commons/6/66/%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%AD%D9%85%D9%8A%D8%AF-%D8%A5%D8%A8%D9%86-%D8%A8%D8%A7%D8%AF%D9%8A%D8%B3.jpg
HSL2,Modern History,محمد بوراس,1908-1941,ولد بمدينة مليانة وتعلم بها ثم غادرها إلى العاصمة. شارك في عدة مظاهرات وتجمعات ضد السياسة الفرنسية. جمع الشبان الجزائريين في تنظيم كشفي جزائري أطلق عليه الكشافة الإسلامية الجزائرية سنة 1935. نظرا لنشاطه، أُعتقل وأُعدم بوحشية سنة 1941.,لد مدين مليان علم بها ثم غادر إلى عاصمة. شار في عد مظاهر تجمع ضد سياس فرنسية. جمع شب جزائري في نظيم شف جزائر طلق على كشاف إسلام جزائر سن 1935. ظرا نشاطه، عتقل عدم وحش سن 1941.,https://upload.wikimedia.org/wikipedia/commons/e/ec/Med_Bouras.JPG
HSL2,Modern History,عمار أوزقان,1910-1981,انضم إلى حركة الشباب الشيوعي. أسس الحزب الشيوعي الجزائري سنة 1935. انضم إلى الثورة سنة 1955.,نضم إلى حرك شباب شيوعي. سس حزب شيوع جزائر سن 1935. نضم إلى ثور سن 1955.,https://upload.wikimedia.org/wikipedia/ar/b/b3/Amar_Ouzegane.jpg
HSL2,Modern History,نابليون بونابرت,1769-1821,ولد بكورسيكا، التحق بالمدرسة الحربية وأظهر تفوقا. بزغ نجمه خلال الجمهورية الفرنسية الأولى 1792. قاد الحملة الفرنسية على مصر سنة 1798. أصبح إمبراطورا على فرنسا سنة 1804 وعمل على إنشاء إمبراطورية فرنسية داخل أوروبا. شن حربا على الدول الأوروبية لكنه انهزم سنة 1815 ونُفي إلى جزيرة سانت هيلانة بالمحيط الأطلسي.,لد بكورسيكا، تحق مدرس حرب ظهر تفوقا. زغ جم خلال جمهور فرنس أولى 1792. قاد حمل فرنس على مصر سن 1798. أصبح إمبراطورا على رنس سن 1804 عمل على إنشاء إمبراطورية رنس داخل روبا. شن حرب على دول أوروب لكن نهزم سن 1815 في إلى جزير سان هيلان محيط أطلسي.,https://cdn.britannica.com/94/115194-050-DAC0074C/Emperor-Napoleon-in-His-Study-canvas-Tuileries-1812.jpg
HSL2,Modern History,شارل العاشر,1824-1830,شقيق لويس 16 وملك فرنسا . كان متشددا ومن مؤيدي النظام الرجعي، مما أدى إلى ظهور معارضة ضد حكمه. فكر في التخلص من خصومه بإعداد حملة ضد الجزائر. أطاحت به ثورة جويلية 1830 بباريس ففر إلى إنجلترا، وعُين مكانه لويس فيليب. توفي في النمسا.,شقيق ويس 16 مل رنس . كان متشدد من مؤيد نظام رجعي، مما دى إلى ظهور معارض ضد حكمه. كر في تخلص من خصوم إعداد حمل ضد جزائر. طاح به ثور جويل 1830 باريس فر إلى إنجلترا، عي مكا ويس يليب. وف في نمسا.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Charles_X_of_France_1.PNG/800px-Charles_X_of_France_1.PNG
HSL2,Modern History,دي بورمون,1773-1846,جنرال في جيش نابليون بونابرت. عينه شارل العاشر وزيرا للحربية. قاد الحملة الفرنسية على الجزائر، ثم عُزل وعوضه كلوزيل على الجزائر.,جنرال في جيش نابلي ونابرت. عين شارل عاشر زير حربية. قاد حمل فرنس على جزائر، ثم عزل عوض لوزيل على جزائر.,https://upload.wikimedia.org/wikipedia/commons/3/3c/Marechal-de-bourmont.jpg
HSL2,Modern History,بیار دوفال,1818-1827,آخر قناصلة فرنسا في الجزائر . عينه لويس 18 سفيرا في الجزائر لمعرفته اللغتين العربية والتركية. توفي في فرنسا سنة 1829.,آخر قناصل رنس في جزائر . عين ويس 18 سفير في جزائر معرف لغ عرب تركية. وف في رنس سن 1829.,https://upload.wikimedia.org/wikipedia/commons/4/48/Pierre_Berthez%C3%A8ne_%281775-1847%29.JPG
HSL2,Modern History,بيجو,1841-1847,سفاح فرنسي برتبة جنرال. عُين حاكما عاما على الجزائر . اشتهر بالإبادة والتدمير والهمجية الممارسة في حق الجزائريين. كما أصدر عدة قوانين جائرة في حق الجزائريين. توفي في فرنسا.,سفاح رنس رتب جنرال. عي حا عام على جزائر . شتهر إباد تدمير همج ممارس في حق الجزائريين. كما صدر عد قوان جائر في حق الجزائريين. وف في رنسا.,https://i.ytimg.com/vi/Z_NwPXwXlx0/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDkzNFGbPNp9FrDAhgvOt-3jOARRQ
HSL2,Modern History,شارل لا فيجري,1825-1892,رجل دين مسيحي فرنسي ومن كبار المبشرين في الجزائر. كان أسقف الجزائر سنة 1866. أسس جمعية الآباء البيض بالجزائر سنة 1869. توفي في الجزائر.,رجل دي مسيح رنس من بار مبشر في جزائر. كان سقف جزائر سن 1866. سس جمع آباء بيض جزائر سن 1869. وف في جزائر.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Charles_Lavigerie.jpg/272px-Charles_Lavigerie.jpg
HSL2,Modern History,أدولف كريميو,1870,وزير العدل الفرنسي، ثم وزير الداخلية سنة 1870. يهودي الأصل، صاحب قانون 24 أكتوبر 1870 المعروف باسمه، والذي ينص على منح الجنسية الفرنسية لليهود بالجزائر.,زير عدل فرنسي، ثم زير داخل سن 1870. هودي أصل، صاحب قان 24 كتوبر 1870 معروف اسمه، الذي نص على منح جنس فرنس يهود جزائر.,https://upload.wikimedia.org/wikipedia/commons/9/93/Adolphe_Cr%C3%A9mieux_by_Lecomte_du_Nouy.jpg
HSL2,Modern History,نابليون الثالث,1808-1873,لويس نابليون من عائلة بونابرت. عُين رئيسا للجمهورية الفرنسية الثانية سنة 1848. انقلب على النظام الجمهوري وأعلن نفسه إمبراطورا. عُزل في سبتمبر 1870.,ويس نابلي من عائل ونابرت. عي رئيس جمهور فرنس ثان سن 1848. انقلب على نظام جمهور عل نفس إمبراطورا. عزل في سبتمبر 1870.,https://cdn.britannica.com/29/251729-050-D3FB6821/Napoleon-III-detail-portrait-Hippolyte-Flandrin.jpg
HSL2,Modern History,شارل ديغول,1890-1970,سياسي وجنرال فرنسي، مؤسس الجمهورية الفرنسية الخامسة عام 1958. حاول ضرب الثورة بسياسته التي جمعت بين القمع والإغراء ومحاولة الاختراق. في النهاية، وقع اتفاقيات إيفيان مع جبهة التحرير الوطني، مما أنقذ فرنسا. توفي سنة 1970.,سياس جنرال رنسي، مؤسس جمهور فرنس خامس عام 1958. حاول ضرب ثور سياس التي جمع بين قمع إغراء محاول اختراق. في نهاية، قع اتفاق إيفي مع جبه تحرير وطني، مما نقذ رنسا. وف سن 1970.,https://upload.wikimedia.org/wikipedia/commons/e/ea/General_Charles_de_Gaulle_in_1945.jpg
HSL2,Modern History,جيمس مونرو,1758-1831,خامس رؤساء الولايات المتحدة الأمريكية. أعلن عن مبدأ مونرو الذي أبدى فيه معارضة بلاده لأي تدخل أوروبي في شؤون الأمريكيتين عام 1823.,خامس رؤساء ولا متحد الأمريكية. عل عن مبدأ مونر الذي دى في معارض لاد أي دخل روب في شؤ أمريك عام 1823.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/James_Monroe_White_House_portrait_1819_%28cropped%29%282%29.jpg/640px-James_Monroe_White_House_portrait_1819_%28cropped%29%282%29.jpg
HSL2,Modern History,فرانسوا فرديناند,1863-1914,أرشيدوق النمسا وولي عهدها. تم اغتياله وزوجته من طرف قوميين صربيين، وكان اغتياله سببا في اندلاع الحرب العالمية الأولى.,رشيدوق نمس ول عهدها. تم غتيال زوج من طرف قومي صربيين، كان غتيال سبب في ندلاع حرب عالم أولى.,https://www.meisterdrucke.ae/kunstwerke/1260px/Unbekannt_-_Francois_Ferdinand_c1893_-_%28MeisterDrucke-697871%29.jpg
